timestamp,satellite,latitude,longitude,height_km
1737549185.039198,Starlink-550 403,-44.0482,162.9017,523.69
1737549185.039198,Starlink-550 404,-51.1215,-175.2072,526.55
1737549185.039198,Starlink-550 405,-53.0549,-148.7605,527.3
1737549185.039198,Starlink-550 406,-49.1048,-123.4769,525.75
1737549185.039198,Starlink-550 407,-40.6789,-103.6599,522.3
1737549185.039198,Starlink-550 408,-29.6627,-88.8256,517.86
1737549185.039198,Starlink-550 409,-17.3034,-77.0614,513.56
1737549185.039198,Starlink-550 410,-4.3216,-66.8069,510.41
1737549185.039198,Starlink-550 411,8.8052,-56.8943,509.03
1737549185.039198,Starlink-550 412,21.6494,-46.2555,509.46
1737549185.039198,Starlink-550 413,33.6711,-33.6103,511.17
1737549185.039198,Starlink-550 414,43.9939,-17.213,513.3
1737549185.039198,Starlink-550 415,51.1082,4.7224,514.92
1737549185.039198,Starlink-550 416,53.0545,31.2559,515.36
1737549185.039198,Starlink-550 417,49.0789,56.6145,514.45
1737549185.039198,Starlink-550 418,35.3074,89.3832,511.48
1737549185.039198,Starlink-550 419,23.4666,102.454,509.64
1737549185.039198,Starlink-550 420,10.7036,113.2962,508.98
1737549185.039198,Starlink-550 421,-2.4094,123.2465,510.08
1737549185.039198,Starlink-550 422,-15.4392,133.3846,513.0
1737549185.039198,Starlink-550 423,-27.9254,144.8439,517.2
1737549185.039198,Starlink-550 424,-39.1987,159.1143,521.69
1737549185.039198,Starlink-550 425,-48.1074,178.1025,525.35
1737549185.039198,Starlink-550 426,-52.8318,-157.274,527.22
1737549185.039198,Starlink-550 427,-51.7645,-130.5731,526.8
1737549185.039198,Starlink-550 428,-45.3223,-107.8392,524.22
1737549185.039198,Starlink-550 429,-35.4005,-90.7409,520.14
1737549185.039198,Starlink-550 430,-23.5973,-77.6694,515.62
1737549185.039198,Starlink-550 431,-10.8574,-66.8244,511.79
1737549185.039198,Starlink-550 432,2.2498,-56.8733,509.48
1737549185.039198,Starlink-550 433,15.2916,-46.737,509.04
1737549185.039198,Starlink-550 434,27.8065,-35.2804,510.2
